Country Name,Albania,Angola,Australia,Austria,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chad,Chile,China,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Finland,France,Germany,Ghana,Greece,Guatemala,Honduras,Hungary,India,Indonesia,"Iran, Islamic Rep.",Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kuwait,Kyrgyz Republic,Latvia,Lithuania,Madagascar,Mali,Mexico,Moldova,Mongolia,Morocco,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Rwanda,Saudi Arabia,Senegal,Singapore,Slovak Republic,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Tunisia,Uganda,Ukraine,United Kingdom,United States,Uruguay
Angola,1.7002635526354235,1.0,1.3299833175191453,1.2604593719092083,1.8144414071381096,1.2939871084818784,1.8728522301204609,1.446481620582541,1.1203235676652596,1.3050144809740982,1.6385624531291312,0.7372804499811915,1.8727448716127297,1.7162613686834838,1.290221189826084,0.8440215695524224,1.8074746429183632,1.1073427005662995,1.7062871778489925,0.7748989641503666,1.4397245763677016,1.7342355737910295,0.7475945397308748,1.3140941132803803,1.5444518978428872,1.1644734108787262,1.8923157820537135,1.4615923728812523,1.6162697053870287,1.0901033993753495,1.9046603930321107,1.6704298701579154,0.6915752265610388,1.523152198130493,0.9377130635030605,1.3552930931764022,1.2977772612939114,1.916973096709033,1.1640796978059875,0.9197215129811444,1.8972713483890145,0.9238522983791764,1.4428411895112665,1.7580407240129958,1.2764376759623999,1.8775346985565406,1.1310518502053577,1.3572572351137482,0.6973169637161541,1.6259727048813777,1.3617391225595332,1.3786393585434382,1.804612602175268,1.7089404439044853,0.9942925453381092,1.7443742393004416,1.6697200089580402,1.7316593212730726,0.7066395072636937,1.0437659102785775,1.1052915766914186,1.6654906759121926,0.9837540599965652,1.8422720678928566,1.2533765044740948,1.8033469936174078,0.7601109711097508,1.2911780073699932,1.6066173808928264,1.5998760884033667,1.7862179944894838,1.8340249253955077,0.9139051174165074,1.6925063325315008,1.8122841355170154,0.7232914869382572,1.1047146452386525,1.598636346007207,1.769574403230207,1.749565395347639,1.6720797405285421,0.7176422444367953,1.8853855996408833,0.8874977387802809,0.7368247762451869,1.7072965374144036,1.8495549630590056,0.9072149993869868,1.6030442165804786,1.4166131294284452,1.2500851029494888,1.1579452481531747,1.8196005463903688
Australia,0.9598054268660429,1.3299833175191453,1.0,1.3275380767554312,1.0224559413487404,1.3959159450784302,1.182531826347684,1.545488391759125,1.2147886179792613,1.1884433259472778,0.9451503865745381,1.5080704591071226,1.4856026502377577,0.8798239870939343,0.9895722055148746,1.2891781834270124,1.233314322552311,1.5936720254710592,1.0244209814912744,1.1861350514167601,1.0314458876445631,1.31063690641195,1.3357677310237055,0.8107493943522042,0.9680334624179385,1.2814345834708245,1.3758614876182842,1.1500854521076196,0.740043202452763,1.012210276873028,1.5456393776918402,0.8370834929402473,1.2421549731237962,1.5445796386122383,1.0523286964607357,1.6169003679327538,1.1531002586408963,1.6565312818580675,1.2251429527551418,1.4972669258341949,1.3528593443387016,0.9125933235285251,0.9660044323426672,1.326251787565038,1.2248372989293936,1.2032541614778858,1.2927911614362575,1.0604383633446621,1.388327621923469,1.242977006929922,1.1902536443561982,1.0004906027433313,1.2057468865369985,1.8578112298413558,1.5538894414645341,1.3404268374443704,1.4293947916179188,0.9028864642345426,1.1065686975814213,1.5230070388917154,1.139146260577398,1.2282525900771666,1.2937632841348548,1.6108487061718952,0.9361639031665613,1.4462298510243625,1.2395370887116541,1.192852528241636,0.9265658213365108,1.0964280685560028,1.500815507299273,1.2319510672504999,1.5407864821429567,1.3300175161496257,1.163878816780894,1.4034408990432128,1.4886817802520755,1.7594674439029374,1.3651511897784576,1.1592466999853954,0.9975289382588358,1.2724476847386064,1.186599115867302,1.5627539609777485,1.5279230962224317,1.5668656832210384,1.1117557269083913,1.1213472009345815,1.3712872810684336,0.5059608808460174,1.529749286001383,1.4137600122660596,1.0868969567223128
Austria,1.320533516865394,1.2604593719092083,1.3275380767554312,1.0,1.6433823937718106,1.1419842602644552,1.5784294615489989,0.9810523219886395,1.2827325230995257,1.3047606077666631,1.5742719143032442,1.0341208363491858,1.472780435850719,1.6501640504456423,1.2991211257467163,1.2214672552911225,1.567631921713926,1.0941375881311108,1.6362239858291312,1.2583506445147916,1.282566705637125,1.4558403761002239,1.2020266135684612,1.1830376177710613,1.3610280747308352,0.9193386270583878,1.5222920194047922,1.5736586846983736,1.3046626385091404,0.9908531357655895,1.4500362981626107,1.5711693405670102,1.0833278388946614,1.4416509994997126,0.924704326678294,1.4764304228287068,1.3167577775295014,1.524162116411096,1.4865899984520126,1.3401300788074921,1.5394323982188596,1.1680903601169872,1.365951878785636,1.5812175060899551,1.3495058613152755,1.6298226910346123,1.478893038171881,1.3535428743498927,1.0818431011871699,1.499817943744868,1.5125415977954082,1.5927762356266284,1.6927963641963653,1.3698678800107311,1.208641813695624,1.5506923962889216,1.2773298577549834,1.5598285041531685,1.1717993527411097,0.7996854869679332,1.5026997899930665,1.7272413398758117,1.2944360919165863,1.4761295435597939,0.936416362757012,1.4704934231436162,1.1201013541440594,1.3809902722987621,1.5192114741811815,1.4231136188322917,1.5158947181312097,1.4846127141397067,1.1326565791321554,1.3034849774843242,1.5931037999710551,1.1144928591964987,1.0281143936112838,1.468479671119732,1.1826945749149902,1.4850154870629424,1.4662440137845023,1.1959310715233709,1.5000113158378512,1.0421900241085291,0.8456722273060161,1.6338963708550833,1.6697282559473814,1.379879545561201,1.7579609877838012,1.4244891954574797,1.4753527817613874,1.4109012463647541,1.5570837143714116
Azerbaijan,0.7957300285754267,1.8144414071381096,1.0224559413487404,1.6433823937718106,1.0,1.708962858292399,0.3442572351728334,1.5735259472915977,1.5278499521772553,1.3761589250416135,0.7010621924606445,1.9073343263827716,0.850657399807345,0.30517960529475585,1.2815192850253947,1.721861945398529,0.772476537479849,1.8532072656469007,0.4578029185586036,1.6945343813337297,1.1678784886363307,0.8944154989804148,1.744571404956167,1.270789040005671,0.9797631243344094,1.640474949673157,0.803157402949938,1.0350078462377992,0.7098723774928853,1.4858861992764225,0.9055417344085388,0.5655468799023428,1.7914427033050615,1.382049460195718,1.6101803641112982,1.5525577160109336,1.336750850909759,0.9919937080313466,1.3541402364522612,1.7730421314459404,0.6529739813593702,1.5449874708262141,1.0950200052955563,0.8691370759572411,1.4012402852979873,0.29637060448956776,1.5128552685912229,1.199384962989746,1.859551068105056,1.0622980271886966,1.2239154071027527,1.0432527508866325,0.5299846426845135,1.5318551047509295,1.8129312392253594,0.7703592587181256,1.1090486016810264,0.3684822763262027,1.6976893444152747,1.8268865489485002,1.4143817846239652,0.8707318246967317,1.6398408295840625,1.064235178677227,1.3247829073524946,0.9764989514834475,1.7609974058749949,1.3572700685468302,0.8113840582831673,0.9496296365575773,1.0829794927751317,0.6325313344735171,1.8550679265285932,1.068243338371838,0.5121163452055918,1.856933373043026,1.7094357314616664,1.491955323728147,1.137402856617256,0.697469914331519,0.7025577709154938,1.7717135936214978,0.4838931240099617,1.8577513683975362,1.9102947724175479,1.0164729043024185,0.30595103561829723,1.5531175686552996,1.0488578583973716,0.9167508933386401,1.5743663146975564,1.5812815027376357,0.505740903789298
Bangladesh,1.6957400204458741,1.2939871084818784,1.3959159450784302,1.1419842602644552,1.708962858292399,1.0,1.7679120104824664,1.5251804921631322,0.854661435081264,1.1128017187131547,1.7879600616267202,0.9239739205897044,1.7160102288726722,1.7336384183258045,1.2190498513057946,0.8086585735328827,1.3831012598087187,0.767602719408546,1.620096991472168,0.9017995807759001,1.6988313791653076,1.7810438716068282,1.3554415119257757,1.4335851418744108,1.2129085733584906,1.3751320594571903,1.4690767884453324,1.7063305148325756,1.6563894004178867,1.5432541494525964,1.6518421588041479,1.732720717752074,1.243687206559837,1.3111950493130737,0.9718550393372423,1.5897238413613313,1.0178398603228902,1.611138819488071,1.5939635371088265,1.3992037390953416,1.7006623706347577,1.3586918855896508,1.7001866804474086,1.722632069129695,1.1211630254934595,1.758701927133643,0.9885914212710426,1.3669845514544512,0.8171324510022908,1.4765445206320966,1.6551950271798619,1.7067420405328735,1.6872000128476712,1.2945589131372128,1.1855536986799546,1.803678029289127,1.4552075831003137,1.587089929187407,0.9618681222030032,1.2777039846498832,1.5977577503579037,1.5801907215666313,0.9910692154684666,1.7068340311573882,1.276553698096719,1.6665254753080592,0.9848599700508827,0.9739554014960942,1.423438601117465,1.2454697983018277,1.7007982190451516,1.7433540046266134,1.303537689624013,1.6981457890390927,1.7336535497754924,0.7808072084914722,0.9412691840972472,1.5770793137793673,1.312033246120239,1.7892389019515722,1.5585232367233413,1.3009744690040732,1.5796890285133764,1.1319575713894527,1.0385695654367457,1.746656665222521,1.66842040867024,1.3168586208086903,1.5808525589521227,1.5384576094845044,1.5501101379703877,1.2981615820489385,1.5709216478300603
Belarus,0.6808604249790828,1.8728522301204609,1.182531826347684,1.5784294615489989,0.3442572351728334,1.7679120104824664,1.0,1.389275615455407,1.6856764418548624,1.5220551680056695,0.6444962528351154,1.9439818692998005,0.6312792768134983,0.5025150060385097,1.3832577147774248,1.8417823191504221,0.9057110571988184,1.8365526924271516,0.7230949430786139,1.821974384742325,1.05027070263269,0.7029649157212003,1.7375823137136317,1.27706512213467,1.146917703075336,1.53926761861761,0.8221554228256795,1.058827855867342,0.7150003567323214,1.4635966293900446,0.6885939846731822,0.6092834185232526,1.7949688401442803,1.3741538342003583,1.6805614252698684,1.456274768678704,1.4852587317124006,0.8175074475111882,1.425195063720286,1.739451843891842,0.45400623397300643,1.5873197894269901,1.025376018512792,0.7388085310935307,1.541560118930101,0.26767810253610763,1.6874076532364204,1.363648915317467,1.907515083505881,1.052081931652346,1.2231981946174886,1.0895057999842226,0.6213950470894549,1.4342382967523917,1.7856289647785828,0.6855130507147406,1.116456503175435,0.6012692099150981,1.8166219344928856,1.7244643647036204,1.4454965979480319,0.9674214130205026,1.7693866396468168,0.811463304195544,1.3746070124172953,0.7840188921530307,1.843176924147061,1.5323888000466919,1.0256060203816535,1.1202960470860674,0.8896297258183232,0.3977576149627652,1.7853126681463423,0.8752703608566048,0.5220311758362297,1.9205614223245895,1.7506729867339232,1.3357979230001618,1.0479065995487078,0.5069974982379288,0.8254768192772988,1.7733453082289374,0.4762735008809399,1.8462118184751957,1.8923945915924623,0.9047089183268769,0.4704597712961765,1.631956207251943,1.0939759590860387,1.0889421373686137,1.5171962638182017,1.5935365164015405,0.5852127765655678
Belgium,1.1462591197757537,1.446481620582541,1.545488391759125,0.9810523219886395,1.5735259472915977,1.5251804921631322,1.389275615455407,1.0,1.7499813073743027,1.8121168628724114,1.3177470715685056,1.4790213040870555,1.1590232365908717,1.587455237435443,1.3836076525157077,1.6560732459174716,1.6050943113287313,1.224032032572289,1.674668592705448,1.6655515402509342,0.9960667419142011,1.007674778350488,1.1227281478918738,1.313479626459472,1.6376400787215877,0.8881782086227091,1.4589646156294633,1.2974188400677058,1.337378387112285,1.133056022027644,1.1391243197381182,1.4189354765786235,1.2825247098394896,1.224182331725695,1.500681180815434,0.8944660627346581,1.6413142458764864,1.2383708072891095,1.460546247076448,1.0511631031378723,1.2607104929237032,1.385830454728233,1.1070001473247442,1.1318275286130957,1.8345896074978592,1.478461490319372,1.8810020658055269,1.7502402894111824,1.4350241650616251,1.332883771155576,1.20951107875809,1.3348346571461467,1.5357730444643687,1.243810359523806,1.0393597438336832,1.3128912190383348,1.4645954900883522,1.6200170127577695,1.6560915212043128,0.7143354020272472,1.2637920509845575,1.5040917024053198,1.8014626032171852,0.9438281015758474,1.4458414685462375,0.9826991707180129,1.608597906061049,1.755186958702879,1.765353370905861,1.685228789968165,0.9285180297342885,1.231605915776942,0.9114770244047704,0.8510730730894175,1.3921493460568735,1.4663633112384777,1.4689986383266178,0.8377717832681475,1.1738493488455852,1.161767560697718,1.6494031393857311,1.1668115120550875,1.4761887517924432,1.0881252630969496,1.171967786817216,1.2973872420021895,1.641029644659835,1.5940428422463806,1.4836034356049144,1.6325047524323664,1.001851113291752,1.1908597601376227,1.581207832274552
Bolivia,1.6673750375735799,1.1203235676652596,1.2147886179792613,1.2827325230995257,1.5278499521772553,0.854661435081264,1.6856764418548624,1.7499813073743027,1.0,0.7314318209649949,1.7305781530918838,0.938619576783278,1.7033491670186993,1.5590874725688202,1.077264072073844,0.4326688771943698,1.2402340498942737,1.1116624592275175,1.321915251708291,0.6655397806722146,1.7665682851711508,1.812476978526442,1.4569212728413425,1.4651767879469906,0.9838929949762772,1.5817605822469507,1.387276650789392,1.6208977751532596,1.5657017070357775,1.559222314057751,1.7022333630654003,1.6522579684113656,1.352197226665529,1.2948812409395822,0.8809100072630189,1.727671837662932,0.5391915763358053,1.647511118363233,1.3127820986782242,1.5648473514588201,1.7120564014840147,1.3833494831290376,1.7181563401103057,1.7638005905745107,0.7374353578432986,1.6378301479778072,0.5393259729053257,0.9652997971631978,0.9202349890499021,1.4994685674122714,1.6516204660402545,1.6210040138771236,1.529411375382607,1.4166740076666555,1.4029686095908032,1.6945893271608377,1.189594477638136,1.358272512156897,0.6998559995180187,1.528455944163419,1.5816745023738301,1.508577379469651,0.651580772600136,1.836978601806384,1.095657151050694,1.7305860885880395,0.8677730810565067,0.35607647049687113,1.1785969914907337,0.8600016283603888,1.8119467325082685,1.7442024444321063,1.550027906433578,1.7745377344742987,1.6193909760517595,0.7563986613993138,0.7521614105798984,1.7573640183767185,1.50342091181461,1.7841789039153078,1.313257592236199,1.445945570424332,1.494930985621601,1.2443603246880306,1.1768973425735867,1.6733554746333237,1.4834304854183615,1.245662722875313,1.5382549662158134,1.3271461561509468,1.6714758907134417,1.3733349399632604,1.4372581520333758
Brazil,1.5957387749023348,1.3050144809740982,1.1884433259472778,1.3047606077666631,1.3761589250416135,1.1128017187131547,1.5220551680056695,1.8121168628724114,0.7314318209649949,1.0,1.652056374912514,1.0781967541076516,1.6563639148327685,1.375748921140737,1.415351034485434,0.9636220897295399,1.288952211606282,1.4199797043315046,1.2891877510099472,1.0521867772469145,1.7414893293389961,1.8064614175760494,1.6301415769463163,1.3725354588826078,1.0137909568916499,1.5937267283665135,1.365740770194408,1.6554025715118887,1.3920680465915607,1.4808780152086605,1.646511752792464,1.5575127396376938,1.4176074213618235,1.6472321877950753,1.0078076107072982,1.9258390609074532,1.0710470507730452,1.612485377848818,1.2776505806357603,1.7773256235455401,1.6174280542630415,1.3060737530659075,1.712525189540956,1.7758314814091387,0.28417643531137887,1.4758037309854801,0.7081890063037883,0.6599716088385628,1.2864001977267863,1.5799912550973358,1.7171908416364159,1.6665303241702853,1.4288853803560733,1.4779151531902188,1.7270430062832896,1.5851181312438105,1.0397138011008427,1.23853317782,0.9074015949336202,1.667782757235344,1.6941635471833507,1.575311160763304,0.5078199466580561,1.8185312171839514,0.8840056392410293,1.8134680241083556,0.872234657436629,0.872680629762143,1.0361461688427624,1.0534520822283484,1.8840223128885665,1.615825369818738,1.7395371519963927,1.835268037610165,1.534732652074492,1.2031754725072419,1.0682773270503185,1.9265532591652241,1.428210508382034,1.7155804546244005,1.0275013480731445,1.6179193508994778,1.3639982666399728,1.5713239670584074,1.3162127147724356,1.7137784065047057,1.298866077274621,1.318070722140347,1.6373187564884617,1.1195213421899242,1.880496551589906,1.7029964272175953,1.2182166020332368
Bulgaria,0.6675984634056592,1.6385624531291312,0.9451503865745381,1.5742719143032442,0.7010621924606445,1.7879600616267202,0.6444962528351154,1.3177470715685056,1.7305781530918838,1.652056374912514,1.0,1.8717979553574904,0.9800053049497646,0.5727077572979906,1.2438232331000483,1.7815463634191813,1.2248197594870676,1.7756854835442493,0.9581773447263954,1.6714279762492403,0.6463032463610905,0.6576060715649045,1.4260158688913065,0.983717065631432,1.3041337963789226,1.2881182309625412,1.2435249912298831,0.8803802389633804,0.6748047617692352,1.2063918006104724,1.068446731521245,0.45268931967985765,1.511086350683186,1.4414557655744495,1.5817611486325724,1.26781963972278,1.5286698238194827,1.233458377897905,1.2996017748356479,1.4522435581270015,0.8157166803531744,1.3013931078897079,0.6218605025511789,0.7370111443634711,1.6418408310325108,0.7753693211791575,1.7229953476511657,1.517650478368527,1.7557311745695825,0.9876073282842434,0.9539137092480922,0.7460068100526522,0.9597347217101325,1.7207322312806055,1.59644367616207,0.8614803156489612,1.4747032822461081,0.8592752365127119,1.6881158658764934,1.5562290385245594,1.0810651336172938,1.0054110644030503,1.787071234371908,1.021956305918169,1.3589298218683352,0.9159406313235853,1.7370455408600702,1.623155615151389,1.1360638093135895,1.3065330991891304,0.9377646660178017,0.5985784528824643,1.5234147352416245,0.7846733308418071,0.8139970460158437,1.8055594647249416,1.7768975131574385,1.3411884564502763,1.2447134723264068,0.4241279681695994,1.007691497968958,1.4452960241972588,0.9175673209434491,1.7125655373221187,1.7842415612969307,0.976316030371185,0.8846272941739283,1.342539362850956,1.0742623987350919,0.9968626298780765,1.2725140883638302,1.3904091684141826,0.9152754439278263
