Country Name,Albania,Angola,Australia,Azerbaijan,Bangladesh,Belarus,Belgium,Bolivia,Brazil,Bulgaria,Cambodia,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Croatia,Czech Republic,Denmark,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Finland,France,Georgia,Germany,Ghana,Guatemala,Honduras,Hungary,India,Indonesia,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kyrgyz Republic,Latvia,Lithuania,Malaysia,Mexico,Mongolia,Morocco,Nepal,Netherlands,New Zealand,Nigeria,North Macedonia,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,Saudi Arabia,Senegal,Slovak Republic,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Tunisia,Turkey,Ukraine,United Kingdom,United States,Uruguay
Albania,1.0,1.7873401037980332,2.3151721966181245,1.5859896669200348,1.5483834562003589,2.0184591665439298,2.311486782691853,1.8332630111148922,2.0488172157375053,2.292737308278497,2.14500237803621,1.7948529091199643,1.9339840562921657,1.6502361509845775,2.062364345830298,2.1600462276479626,1.8671225890485381,2.318119295489395,2.44675014467008,2.4789880422303265,2.2966317837426633,2.012197191610366,2.1450023780362097,2.223160230468483,2.0470831306784274,2.2464462791503443,1.7959506141258414,2.1915367059591064,3.6518401820449826,2.1450023780362097,2.1450023780362097,2.1643331250866553,2.1548552593534445,2.2081043086783176,1.8047364153570642,2.260984868309365,2.1450023780362093,2.182828037702581,2.1380634230815,2.360764266728745,2.1566798827567526,2.135535374005072,1.1947681088196964,2.120759401873746,2.245474503872895,1.8592121957089183,2.1703870752070045,1.511669848327161,1.5549333454527554,2.2512312132190297,2.3205325378694153,2.265439754121794,2.1450023780362106,2.508429492578718,1.9531960155453507,2.068697764506177,2.0842687219853913,2.0126887812905374,2.074275435326954,2.0566517614607567,2.0630482881120016,2.0813632813868406,2.2029690324796243,2.270790297186646,2.0547204411725435,1.9612332281252758,1.7517166940827122,2.3465370113129613,2.0341403706485326,2.364947562705631,1.4461076197294183,2.136374618575769,2.212779984082124,2.3482400895745656,1.992854482263662,2.593006602033719,2.2530153247900957,1.674199855163753,2.2313748041320647,2.0117939124486552,2.158870997968841
Angola,1.7873401037980332,1.0,0.6630716623332749,1.3100414133752973,1.2764469990927343,0.4157304802110111,0.7430212590038088,1.2230746707145135,0.3511167320687534,0.6080414215311087,0.5292345729250655,1.144934211238742,0.49639159738228467,1.3896025977852506,0.3774034849139213,0.515628407075648,0.3983613995586589,2.3022385386646462,0.7677076242194477,0.9753923080236713,1.1797569090528315,0.57469205134673,0.5292345729250687,1.14504914707147,0.422833910792407,0.5303949258667359,0.4381186804006726,0.45082840228223126,4.539202519844047,0.529234572925068,0.5292345729250687,0.5182665083578238,0.4509692824733047,0.6288110222488774,0.4396439302149868,0.56373592716414,0.5292345729250696,0.4543402050668436,0.6315136852216643,1.8852983986658836,0.8856433543428831,0.409177575024416,0.9156752039028211,0.8996939237615598,0.9269955002622345,0.38251056356931223,0.5730056163545366,1.1900226277437065,1.4188300789954398,0.9836513927402516,0.7550202947520972,0.9318195090855982,0.5292345729250664,2.0509258569628193,0.4067591538373325,2.3671538397004106,0.44627395121994207,0.4977450818861899,1.652299176496727,0.3990304118812531,0.6264377220199373,0.6393069839204992,0.41987992394983054,1.3622825470006408,0.5960033558199744,0.7659927101264223,0.821049533110042,0.8639674832334483,0.37991368503867523,0.7328316599275384,1.0584909464697523,0.4973606430738172,0.5081248585375961,1.8241418917525858,0.48861906590006726,1.9113271760647677,0.5677475714303954,0.38609741934135555,0.5210177917895036,0.3597578533849769,1.2422139697277585
Australia,2.3151721966181245,0.6630716623332749,1.0,1.3262167222764019,2.106310716055067,0.3401080984519657,0.23947260894556754,1.368073832698429,0.36594408745699236,0.29979237457012753,0.34048650414861215,0.98107456129833,0.37516386283576386,1.5634472388479632,0.41347788880928027,0.22557519515341695,0.5836751306225899,2.3502958507201983,0.23262308060608325,0.2384090936051697,0.9682914584169604,1.2475030579223496,0.34048650414861426,0.46448740981812564,0.3745174186982823,0.16214142682437085,0.7551836784275098,0.20011815964193327,4.034740784907622,0.34048650414861376,0.34048650414861426,0.14587476424700138,0.1936051753537796,0.2694928853281421,0.856728800400909,0.13626829216540323,0.34048650414861487,0.24955278153336835,0.20216583235383762,1.3166143850913432,0.478295407122321,0.21205972778767693,1.420454701603104,0.30551674292992015,0.3933666385781349,0.5124188939498687,0.1704274449229667,1.1946805577526696,1.202664968377516,1.0147679464327863,0.16900155794207428,0.37838328487346573,0.34048650414861276,1.357782946425178,0.2872017958046834,2.2768379992244085,0.26472699210656137,0.47033739378865375,1.2058429345229666,0.29506146754968743,0.284312005929344,0.25473989141907016,0.26804676284796386,0.6759872386194389,0.3342117520994694,0.530885149618689,0.8266215304601646,0.2943527367103068,0.36747622367148475,0.12593795587344936,1.47506396361145,0.2579118925206223,0.17596080037841474,2.2055867489753904,0.34928836245944656,1.6510808020846905,0.2114334811070805,0.5895217609596941,0.14670433155091187,0.44145638141574756,0.536922479963745
Azerbaijan,1.5859896669200348,1.3100414133752973,1.3262167222764019,1.0,1.358324892751393,1.2355139434151892,1.1602624791662635,1.650552330082836,1.2811490840513893,1.2012738203696276,1.3153202046311705,1.4275325025715508,1.1547988733296064,1.341084440724763,1.323082299290955,1.2343738206817536,1.1807061404313695,2.2966020642883076,1.435735746314583,1.4973788941775974,1.2663828078697663,1.09469359800041,1.31532020463117,1.2784690180538278,1.0985168019086404,1.294825476157331,1.1886549140977831,1.3012298310278174,3.079809628894686,1.3153202046311698,1.31532020463117,1.283813224119984,1.1862560462956777,1.2457990853601422,1.087442022470698,1.3674442789695218,1.31532020463117,1.2600999041464567,1.2285179028109192,1.7148943290430603,1.199050083214747,1.3088491105308047,1.2641823791169122,1.3781054815878315,1.2755845569176238,1.1752925435433403,1.2257645499563743,1.4173453480205351,1.58590790607282,1.5427234060578492,1.3679703120768676,1.4363058256651304,1.3153202046311705,1.4625338692821077,1.1903565894593462,1.6059598003104951,1.2553523316042021,1.2200566796511574,1.6757133144571235,1.2607848414893894,1.0824470577012857,1.3292774994928325,1.1510413106190485,1.545411859521991,1.1792689001020475,1.1271664544783166,1.0082682774658207,1.3828390176832233,1.2728334532363266,1.3689259423621418,1.1656342826224382,1.2143602618261815,1.265069604799428,2.2566338196957916,1.267202032760261,1.5219969497827597,1.2487048956088738,1.2042395825270584,1.3515174851160117,1.2808727768668713,1.1338047726578782
Bangladesh,1.5483834562003589,1.2764469990927343,2.106310716055067,1.358324892751393,1.0,1.8325916403840352,2.1549094697037705,2.3213221909299504,1.832371148010871,1.978343346723214,1.931581770742401,1.8273714688895921,1.5568595533938838,1.20691625588137,1.851440448911227,1.9888028736766619,1.2138635090023822,3.028688689112411,2.531445294903567,2.7045760238809264,1.7354791091563588,0.695073426860455,1.9315817707424012,2.4271567355090946,1.685726068879807,2.139187192743177,1.0038892662834327,2.1140832016952094,4.7189903014820604,1.931581770742401,1.9315817707424012,2.1252447498656166,1.9136005165674077,1.8120984140103766,1.1228023983269537,2.180935848225979,1.9315817707424028,2.0640093059138778,1.9833105383603271,3.3967873102254384,2.3500688494753597,2.024533983753459,1.1387115034892505,2.4785055182200195,2.3756500213905483,1.6211472718403594,2.0296629229844876,1.4892237060235,1.9587002754262905,1.627436576346513,2.369629398256717,2.5659487259592217,1.9315817707424012,2.732322630023715,1.794780189486385,3.3835247827752633,1.8809494316281494,1.4177435677159755,2.804110674843269,1.8403416982344398,2.276085845044091,2.1411930430785553,1.9701572006939585,2.9385449912919426,1.491965457961575,1.9016585500775642,1.1628056410829595,2.6054724668009097,1.8786071072283945,2.2352356730978116,1.4719601315945203,2.0210480394320567,2.2169594124545666,2.109310321444626,1.9573939731968912,2.4108860227932998,2.322770303884478,1.7056392375499896,2.1065896786535294,1.7963147310890872,2.4535228783386707
Belarus,2.0184591665439298,0.4157304802110111,0.3401080984519657,1.2355139434151892,1.8325916403840352,1.0,0.4417755651123867,1.2436341887549498,0.2034899171099259,0.2869077757699938,0.20225414642988535,0.8286523103975407,0.3721538150794519,1.4519552920407282,0.19160931376948306,0.19309423205144077,0.5847684909382193,2.323045685991311,0.5132496316889228,0.6833793886340358,1.0719295192302685,0.8285545082716241,0.2022541464298839,0.8520698940465173,0.22591833907498207,0.32961443057244155,0.6526085801852886,0.2963544522124008,4.2348092117107035,0.20225414642988426,0.2022541464298839,0.42445342063405955,0.24986796449124452,0.24385101422539354,0.6239212901094385,0.4152550878707582,0.20225414642988354,0.22977494463653494,0.4231175014992354,1.5366195480636284,0.5154709207759847,0.29384030087702245,1.391355489728884,0.643851171767469,0.5748621778821112,0.25606392804417505,0.3014910230815322,1.165601509354129,1.1602124959618862,0.7678073296489062,0.5008069143698423,0.4912004653571891,0.20225414642988498,1.701936608334725,0.4482164700249438,2.2642848756478338,0.16816859596038075,0.40998497422624464,1.372020245008947,0.17335112792083465,0.45036734492280883,0.45407441616864513,0.23015817069750577,1.061092732908617,0.37329996407271293,0.39879938320597436,0.7151978777895334,0.6527053753174181,0.19686919654959423,0.47243674049046713,1.296608168741772,0.2540559668042156,0.31627262095015096,2.1989829102090157,0.29455738559800365,1.6852880920360893,0.3563959229789593,0.3472360555451415,0.37638607284300374,0.19537619987555555,0.6870509803967825
Belgium,2.311486782691853,0.7430212590038088,0.23947260894556754,1.1602624791662635,2.1549094697037705,0.4417755651123867,1.0,1.4054865195888115,0.39105164242913465,0.3363213673217666,0.356537338600137,0.9779642351894329,0.48176655243588307,1.4970627607400504,0.44401527332521323,0.2800031150320448,0.5801808787487329,2.3744125664152937,0.358840864947803,0.40539060025111195,0.9648746805256172,1.0045344483715137,0.3565373386001344,0.5605682264540569,0.3865369660572554,0.23255987726460842,0.8599460007096805,0.300510003555051,3.898410571404865,0.35653733860013503,0.3565373386001344,0.3067735955450821,0.32433333427111904,0.4262400671998283,0.9101647849294663,0.2515037774112287,0.3565373386001337,0.354875185106432,0.3856907248225113,1.2025926545898362,0.4203759102278921,0.3376436236156758,1.5325188154497866,0.49732929394166775,0.499192050484752,0.5809740465187404,0.26014851394496685,1.2866669882265018,1.266600162227221,1.08376682897266,0.2693913536448606,0.39979649892963126,0.35653733860013626,1.2916669374012084,0.4524384170491474,2.3096552582673238,0.3991379214546651,0.53357666375139,1.1614958565320053,0.39313487480415527,0.3371912951008967,0.436884166835793,0.27131538485377504,0.6356335972024965,0.46523148037200923,0.6222542813977606,0.8571520281082178,0.39701076668890917,0.4056726855890552,0.2552488450949812,1.5473863930929659,0.3137258132973286,0.30279986759537736,2.276806597061092,0.5069499777492106,1.3438347307615932,0.3222634497651975,0.6688817211542184,0.26959692951418707,0.4466053446962134,0.5315736861343068
Bolivia,1.8332630111148922,1.2230746707145135,1.368073832698429,1.650552330082836,2.3213221909299504,1.2436341887549498,1.4054865195888115,1.0,1.1804101309257995,1.3315677861742345,1.2387169029685174,0.7544819654578432,1.3082397526257843,2.3693195185557263,1.1798809275694768,1.2651301646559483,1.1619493375662768,0.7852754440011979,1.4287277124487174,1.5301238594113291,1.3335635581278922,1.8665423705366753,1.238716902968523,0.8626505812476511,1.1924837295487967,1.2521348266045194,1.5230572711032286,1.2062780137229123,3.1756577976388747,1.2387169029685228,1.238716902968523,1.2687962685356942,1.210916004801989,1.3033517511838326,1.7051790612688014,1.2836979523154282,1.2387169029685228,1.1969331052143233,1.4424436709016915,0.9213049172781532,1.1891481953111591,1.2152567376540384,2.1547977733935326,1.2212430228334514,1.1975404341341158,1.3310161217720562,1.281480556694895,1.1277350995619997,1.9314703108800633,1.8602397480416353,1.3984005586503858,1.060146069082971,1.2387169029685206,1.4826311346343035,1.4011622792828335,1.4854855987238436,1.2033295799658723,0.8442337473057195,0.7676020583654604,1.2158824548565232,1.2765092735177108,1.2238186267833215,1.1853851765220225,1.2106021354697662,1.3966503202773728,0.5526893950670966,1.453577978855011,1.3505888821456078,1.1523129603533866,1.420714769632407,1.8507498025052755,1.2620671451548138,1.1431027609471989,2.38045838988682,1.2259051607082871,1.3116433970491237,1.0983711769364195,0.9212459438990961,1.2790665285700433,1.1853132069893189,1.5567798444395746
Brazil,2.0488172157375053,0.3511167320687534,0.36594408745699236,1.2811490840513893,1.832371148010871,0.2034899171099259,0.39105164242913465,1.1804101309257995,1.0,0.31897056969834536,0.10548495523777279,0.7664746295582738,0.23788940536224285,1.4428455605085841,0.12966396317199652,0.21627637392578933,0.5629671353649219,2.2979305809774373,0.5080984909107048,0.6531563070299242,1.177596308178753,0.8172628123669609,0.10548495523777535,0.8822844346827132,0.2523813026176764,0.23636339070110712,0.6496125904565015,0.21412645014256126,4.32043486655378,0.10548495523777471,0.10548495523777535,0.28534505024578605,0.18961968756142958,0.38523840486370475,0.7138090368036498,0.34603734005028164,0.10548495523777598,0.15876658314785938,0.4079264271257409,1.538529661709616,0.6367399300964718,0.20849008381059028,1.375259084795987,0.6683712774966988,0.5887979085520658,0.27247805102904116,0.288671425488299,1.125124998813514,1.1992852228808388,0.7639423661880475,0.4924793589286856,0.5217528997109493,0.10548495523777343,1.6362599673688647,0.3571312641130841,2.258898088134972,0.1164473870806278,0.48208853883519565,1.5745906825367006,0.13455869911718704,0.37500187501023885,0.42272782097613104,0.14501750628758386,1.0726181709953089,0.37540944202098286,0.5107171885187004,0.5983022598773988,0.6173627353546127,0.12091016204195426,0.4757524780131339,1.2108226753654547,0.29092939786040944,0.26480714873157196,2.1052420178909474,0.20856249153924014,1.6572314339368814,0.2863561360557067,0.30256561082884004,0.2687191060155597,0.11674554376492571,0.7292812816488115
Bulgaria,2.292737308278497,0.6080414215311087,0.29979237457012753,1.2012738203696276,1.978343346723214,0.2869077757699938,0.3363213673217666,1.3315677861742345,0.31897056969834536,1.0,0.3265560225217786,0.9386079722586387,0.32067100435063023,1.3889825232317428,0.2998284152210662,0.29239846761112864,0.687841136678415,2.2835129499556146,0.37220316562147565,0.4627727915322306,0.9152488708438915,0.86204169411579,0.32655602252178073,0.7088083575890882,0.29715474007739195,0.3254004935072753,0.8187244403707694,0.3249255423151671,4.043741522335163,0.3265560225217803,0.32655602252178073,0.3757873015727249,0.24152776925979105,0.32624825236149924,0.8614950553583353,0.3511440848513152,0.3265560225217813,0.3230156283837694,0.3552704058631374,1.3364954235057813,0.5469862020931595,0.34063898924298763,1.4988995604745996,0.5625173389985767,0.48272914512842885,0.35501435504241013,0.293433625590063,1.2126759779258216,1.309556969589124,0.8899694194971911,0.3780522569828026,0.4727499524078092,0.3265560225217792,1.459089087200956,0.48170650720524916,2.261323025459786,0.24401509025973997,0.4356712854696565,1.3350909943302747,0.30594972923493047,0.4540941725601793,0.47195708155164917,0.23406789577925288,0.788677490353221,0.38765350072243765,0.53590669220009,0.7233400368700788,0.5206251275719349,0.2646440352492997,0.3762179669437958,1.5608002559365224,0.3089078058937929,0.33826989842791366,2.363307500306427,0.3694286614614005,1.4747811503133605,0.3853560137802873,0.5364937708727141,0.3062503293895258,0.2955796446432239,0.4657370545712812
