,loss
0,1400.13525390625
1,1343.2467041015625
2,1278.221923828125
3,1209.2530517578125
4,1139.9522705078125
5,1080.8582763671875
6,1035.936279296875
7,995.6077880859375
8,955.3060913085938
9,913.492919921875
10,870.7793579101562
11,830.6549682617188
12,794.3746337890625
13,760.9962158203125
14,729.15478515625
15,700.3887329101562
16,677.4942626953125
17,656.2827758789062
18,634.4389038085938
19,617.2801513671875
20,601.2454833984375
21,584.5139770507812
22,573.0074462890625
23,561.6187133789062
24,551.0859375
25,543.5902709960938
26,537.1859130859375
27,530.1082763671875
28,524.4671020507812
29,520.3447265625
30,516.16357421875
31,512.7780151367188
32,510.3858337402344
33,507.6117248535156
34,506.6893005371094
35,504.9488830566406
36,503.2242431640625
37,502.95074462890625
38,502.3623046875
39,501.1315612792969
40,500.3446044921875
41,499.8192138671875
42,499.3856506347656
43,498.11175537109375
44,495.6285095214844
45,494.61865234375
46,492.5586242675781
47,492.7017822265625
48,490.16015625
49,487.9564208984375
50,488.50958251953125
51,485.84600830078125
52,484.3926086425781
53,482.6617126464844
54,481.27471923828125
55,479.66986083984375
56,477.37652587890625
57,475.1783752441406
58,472.5372619628906
59,470.70074462890625
60,467.87384033203125
61,465.0128479003906
62,462.0710144042969
63,459.2200622558594
64,456.3872375488281
65,453.5979919433594
66,451.17315673828125
67,448.2254333496094
68,444.4054870605469
69,439.09283447265625
70,435.29107666015625
71,431.54022216796875
72,427.68829345703125
73,423.02923583984375
74,421.20709228515625
75,416.3559875488281
76,412.5146179199219
77,408.3373718261719
78,405.15789794921875
79,401.1561279296875
80,397.7259521484375
81,394.0771484375
82,389.2138671875
83,386.9259948730469
84,383.3575134277344
85,382.550537109375
86,377.8094177246094
87,377.0753479003906
88,373.434814453125
89,371.02655029296875
90,370.5439453125
91,364.9195251464844
92,361.8948974609375
93,361.27490234375
94,361.04248046875
95,358.62567138671875
96,354.67950439453125
97,352.8382873535156
98,351.00604248046875
99,348.9998779296875
100,347.1637268066406
101,346.3506164550781
102,345.66064453125
103,343.4186096191406
104,341.66339111328125
105,344.1166076660156
106,338.7064208984375
107,339.9455871582031
108,335.55438232421875
109,336.8277893066406
110,334.94952392578125
111,335.1970520019531
112,330.7807922363281
113,332.1322937011719
114,335.1606750488281
115,331.8346252441406
116,330.41796875
117,335.838134765625
118,329.84002685546875
119,328.95831298828125
