,loss
0,2.7007627487182617
1,2.698516368865967
2,2.697039842605591
3,2.695868730545044
4,2.694720983505249
5,2.693161964416504
6,2.6911191940307617
7,2.688389301300049
8,2.685257911682129
9,2.681638240814209
10,2.6774344444274902
11,2.6721510887145996
12,2.6658835411071777
13,2.6575214862823486
14,2.6465609073638916
15,2.633279323577881
16,2.6167099475860596
17,2.5968234539031982
18,2.5735085010528564
19,2.5415499210357666
20,2.50349497795105
21,2.4601290225982666
22,2.412727117538452
23,2.3533005714416504
24,2.2928130626678467
25,2.225598096847534
26,2.152031660079956
27,2.0719425678253174
28,1.9845845699310303
29,1.889824628829956
30,1.7982233762741089
31,1.7090774774551392
32,1.6304657459259033
33,1.560353398323059
34,1.5029085874557495
35,1.4718327522277832
36,1.438988208770752
37,1.4169563055038452
38,1.3934619426727295
39,1.3759541511535645
40,1.3589444160461426
41,1.345179796218872
42,1.3327645063400269
43,1.3206737041473389
44,1.3101941347122192
45,1.2986985445022583
46,1.2889702320098877
47,1.2791138887405396
48,1.2707698345184326
49,1.2637089490890503
50,1.2566951513290405
51,1.2497197389602661
52,1.2421398162841797
53,1.2362266778945923
54,1.2301688194274902
55,1.224818468093872
56,1.219585657119751
57,1.215095043182373
58,1.2106599807739258
59,1.2069995403289795
60,1.2033824920654297
61,1.1999833583831787
62,1.1968857049942017
63,1.1938819885253906
64,1.1910425424575806
65,1.1880487203598022
66,1.186181664466858
67,1.1842455863952637
68,1.1819769144058228
69,1.1791335344314575
70,1.1761610507965088
71,1.1730886697769165
72,1.169958233833313
73,1.1668604612350464
74,1.1630767583847046
75,1.1597909927368164
76,1.156455636024475
77,1.1530364751815796
78,1.14946711063385
79,1.1458524465560913
80,1.1430124044418335
81,1.1404974460601807
82,1.135628342628479
83,1.1339455842971802
84,1.1324307918548584
85,1.13044011592865
86,1.127340316772461
87,1.1233901977539062
88,1.1192383766174316
89,1.115701675415039
90,1.1119418144226074
91,1.107560634613037
92,1.101595163345337
93,1.093795657157898
94,1.0867955684661865
95,1.0808415412902832
96,1.0753357410430908
97,1.0696333646774292
98,1.0614732503890991
99,1.0554927587509155
100,1.049689531326294
101,1.04483163356781
102,1.0390278100967407
103,1.0327775478363037
104,1.0263100862503052
105,1.0203179121017456
106,1.0143659114837646
107,1.008957862854004
108,1.0025722980499268
109,0.9958346486091614
110,0.986887514591217
111,0.9799590706825256
112,0.9722914695739746
113,0.9643954634666443
114,0.9566403031349182
115,0.9497464895248413
116,0.942959725856781
117,0.9360655546188354
118,0.9280299544334412
119,0.9201274514198303
120,0.9127848148345947
121,0.9063692688941956
122,0.8996622562408447
123,0.8927737474441528
124,0.885718584060669
125,0.8727976679801941
126,0.864642858505249
127,0.857448935508728
128,0.8511528968811035
129,0.844167947769165
130,0.8379049301147461
131,0.8313595056533813
132,0.8250374794006348
133,0.8191981911659241
134,0.8134539127349854
135,0.8082097172737122
136,0.8032079935073853
137,0.7980992197990417
138,0.793615460395813
139,0.789432168006897
140,0.784848153591156
141,0.7798090577125549
142,0.7757158279418945
143,0.7718007564544678
144,0.7682037949562073
145,0.7648730874061584
146,0.7611205577850342
147,0.7575368285179138
148,0.7545067667961121
149,0.7510293126106262
150,0.7478325366973877
151,0.7449755072593689
152,0.7418296933174133
153,0.7384941577911377
154,0.7359334230422974
155,0.733268678188324
156,0.7307119965553284
157,0.728280246257782
158,0.7261133790016174
159,0.7239216566085815
160,0.7219488024711609
161,0.7202226519584656
162,0.7177552580833435
163,0.715512216091156
164,0.712888240814209
165,0.7106322646141052
166,0.7084615230560303
167,0.7063336372375488
168,0.7044999003410339
169,0.7025839686393738
170,0.7008353471755981
171,0.6989461779594421
172,0.6976996660232544
173,0.69624263048172
174,0.6949718594551086
175,0.6925769448280334
176,0.6906962990760803
177,0.6888657212257385
178,0.6874163150787354
179,0.6872816681861877
180,0.6853634715080261
181,0.6837409734725952
182,0.6819106936454773
183,0.6812170743942261
184,0.6798006296157837
185,0.6771326065063477
186,0.6756349205970764
187,0.6753683686256409
188,0.6739920377731323
189,0.6721826791763306
190,0.670960009098053
191,0.6695801019668579
192,0.6684149503707886
193,0.6673744320869446
194,0.6668978929519653
195,0.665278971195221
196,0.663597047328949
197,0.6626577973365784
198,0.6619621515274048
199,0.6609522700309753
200,0.6601669192314148
201,0.6587957739830017
202,0.6578115820884705
203,0.6568758487701416
204,0.6556330919265747
205,0.654520571231842
206,0.6540324091911316
207,0.6508647203445435
208,0.651513397693634
209,0.6529089212417603
210,0.6529646515846252
211,0.651987612247467
212,0.6502664089202881
213,0.6485093235969543
214,0.6475269198417664
215,0.645757257938385
216,0.6444358825683594
217,0.6442460417747498
218,0.643024206161499
219,0.6422932744026184
220,0.6412215828895569
221,0.6402261257171631
222,0.6402109265327454
223,0.6400930881500244
224,0.6385930180549622
225,0.6381207704544067
226,0.6376030445098877
227,0.6361371874809265
228,0.6344744563102722
229,0.6327461004257202
230,0.6317048072814941
231,0.6306822896003723
232,0.6306053996086121
233,0.6301661729812622
234,0.6297826766967773
235,0.6299304962158203
236,0.6295261979103088
237,0.6278961300849915
238,0.6257995963096619
239,0.6241024136543274
240,0.6226750016212463
241,0.6214104294776917
242,0.6200966835021973
243,0.6192032694816589
244,0.6180664896965027
245,0.6169483661651611
