,loss
0,2.675436496734619
1,2.6453113555908203
2,2.6091091632843018
3,2.5686941146850586
4,2.518742322921753
5,2.452073574066162
6,2.3820643424987793
7,2.295095920562744
8,2.208827257156372
9,2.106060743331909
10,2.009772539138794
11,1.9167503118515015
12,1.8411399126052856
13,1.7680037021636963
14,1.7040901184082031
15,1.641106367111206
16,1.584904670715332
17,1.5326088666915894
18,1.4841485023498535
19,1.4421360492706299
20,1.4028784036636353
21,1.3701180219650269
22,1.3390121459960938
23,1.309065341949463
24,1.2824872732162476
25,1.2638304233551025
26,1.2474684715270996
27,1.2320715188980103
28,1.2194173336029053
29,1.206656813621521
30,1.1969316005706787
31,1.1875221729278564
32,1.179571509361267
33,1.1732333898544312
34,1.1665229797363281
35,1.1616402864456177
36,1.154929280281067
37,1.1484771966934204
38,1.1404963731765747
39,1.1316901445388794
40,1.1224126815795898
41,1.1108036041259766
42,1.0978553295135498
43,1.0812795162200928
44,1.0594756603240967
45,1.0293694734573364
46,1.0003952980041504
47,0.9720166921615601
48,0.9529865384101868
49,0.9387098550796509
50,0.9275833368301392
51,0.9162247776985168
52,0.9011142253875732
53,0.8883914351463318
54,0.8772809505462646
55,0.8643995523452759
56,0.8516003489494324
57,0.8405508995056152
58,0.8268790245056152
59,0.8156629800796509
60,0.8001180291175842
61,0.7880088090896606
62,0.772270143032074
63,0.7626453638076782
64,0.7482220530509949
65,0.7351080775260925
66,0.7210303544998169
67,0.7108505368232727
68,0.6979089975357056
69,0.6838635206222534
70,0.6721934676170349
71,0.6623951196670532
72,0.6526108980178833
73,0.6412059664726257
74,0.633590579032898
75,0.6264986991882324
76,0.6147435903549194
77,0.608119547367096
78,0.6017405986785889
79,0.5963019132614136
80,0.5917351841926575
81,0.5879524946212769
82,0.5794987082481384
83,0.572798490524292
84,0.5660650730133057
85,0.5599570870399475
86,0.5574020147323608
87,0.5522476434707642
88,0.5487200617790222
89,0.5446217656135559
90,0.5373367667198181
91,0.5401455760002136
92,0.5432071685791016
93,0.539117157459259
94,0.5338154435157776
95,0.5282161235809326
96,0.5230305790901184
97,0.5199257135391235
98,0.5200995802879333
99,0.5250862836837769
100,0.521937906742096
101,0.5177646279335022
102,0.5122677087783813
103,0.5120846033096313
104,0.5073878765106201
105,0.5029240250587463
106,0.5012440085411072
107,0.49900180101394653
108,0.4972877502441406
109,0.49532121419906616
110,0.49525871872901917
111,0.4938420057296753
112,0.4919528365135193
113,0.4898633360862732
114,0.4872830808162689
115,0.48527979850769043
116,0.4830406606197357
117,0.48138532042503357
118,0.4813595116138458
119,0.4825650751590729
120,0.4811018407344818
