,loss,lr
0,18.128217697143555,0.0002
1,21.92618751525879,0.0002
2,21.92205810546875,0.0002
3,22.99960708618164,0.0002
4,22.266258239746094,0.0002
5,22.42302703857422,0.0002
6,21.156572341918945,0.0002
7,22.2200984954834,0.0002
8,22.40277862548828,0.0002
9,20.143877029418945,0.0002
10,22.855731964111328,0.0002
11,21.171422958374023,0.0002
12,23.03351593017578,0.0002
13,20.22500228881836,0.0002
14,21.996126174926758,0.0002
15,20.699363708496094,0.0002
16,22.291959762573242,0.0002
17,20.8427734375,0.0002
18,22.205766677856445,0.0002
19,20.972003936767578,0.0002
20,21.762771606445312,0.0002
21,21.576765060424805,0.0002
22,20.881271362304688,0.0002
23,20.903553009033203,0.0002
24,20.5460205078125,0.0002
25,20.547264099121094,0.0002
26,20.087158203125,0.0002
27,20.084959030151367,0.0002
28,19.735658645629883,0.0002
29,20.042011260986328,0.0002
30,19.70650863647461,0.0002
31,19.379152297973633,0.0002
32,19.751384735107422,0.0002
33,19.587718963623047,0.0002
34,19.102415084838867,0.0002
35,18.867246627807617,0.0002
36,18.87464141845703,0.0002
37,19.056241989135742,0.0002
38,19.092687606811523,0.0002
39,18.45648956298828,0.0002
40,18.848146438598633,0.0002
41,18.150930404663086,0.0002
42,18.90203857421875,0.0002
43,17.98151206970215,0.0002
44,18.13520622253418,0.0002
45,17.530139923095703,0.0002
46,17.860477447509766,0.0002
47,18.33104705810547,0.0002
48,17.836139678955078,0.0002
49,17.930076599121094,0.0002
50,17.27297592163086,0.0002
51,18.11197280883789,0.0002
52,17.460147857666016,0.0002
53,18.105792999267578,0.0002
54,16.726839065551758,0.0002
55,17.75629425048828,0.0002
56,16.680465698242188,0.0002
57,17.714998245239258,0.0002
58,17.083946228027344,0.0002
59,18.722408294677734,0.0002
60,17.579648971557617,0.0002
61,17.66786766052246,0.0002
62,17.234615325927734,0.0002
63,17.50629425048828,0.0002
64,18.237646102905273,0.0002
65,17.833580017089844,0.0002
66,18.881486892700195,0.0002
67,17.069046020507812,0.0002
68,18.431819915771484,0.0002
69,16.81818199157715,0.0002
70,17.161304473876953,0.0002
71,17.90589714050293,0.0002
72,17.252079010009766,0.0002
73,17.500940322875977,0.0002
74,17.330476760864258,0.0002
75,17.463520050048828,0.0002
76,17.3135986328125,0.0002
77,17.766948699951172,0.0002
78,17.503164291381836,0.0002
79,17.309667587280273,0.0002
80,17.196054458618164,0.0002
81,17.3765926361084,0.0002
82,16.927783966064453,0.0002
83,16.93418312072754,0.0002
84,17.454851150512695,0.0002
85,16.646333694458008,0.0002
86,17.260969161987305,0.0002
87,16.849407196044922,0.0002
88,16.543306350708008,0.0002
89,15.831548690795898,0.0002
90,16.10991859436035,0.0002
91,16.794546127319336,0.0002
92,16.659584045410156,0.0002
93,16.157764434814453,0.0002
94,16.60976791381836,0.0002
95,15.238048553466797,0.0002
96,16.758045196533203,0.0002
97,15.718304634094238,0.0002
98,16.284521102905273,0.0002
99,15.954950332641602,0.0002
100,15.385000228881836,0.0002
101,15.794880867004395,0.0002
102,15.329424858093262,0.0002
103,15.70814323425293,0.0002
104,17.1453857421875,0.0002
105,15.558310508728027,0.0002
106,14.76314640045166,0.0002
107,15.484295845031738,0.0002
108,15.251151084899902,0.0002
109,14.63736629486084,0.0002
110,14.74648666381836,0.0002
111,15.2268705368042,0.0002
112,15.522139549255371,0.0002
113,14.934623718261719,0.0002
114,15.293702125549316,0.0002
115,15.05473518371582,0.0002
116,15.602278709411621,0.0002
117,14.601613998413086,0.0002
118,14.765416145324707,0.0002
119,14.83737564086914,0.0002
120,14.339390754699707,0.0002
121,15.173263549804688,0.0002
122,14.84798812866211,0.0002
123,15.372802734375,0.0002
124,14.393423080444336,0.0002
125,15.151153564453125,0.0002
126,16.075790405273438,0.0002
127,15.341402053833008,0.0002
128,15.883977890014648,0.0002
129,15.26601791381836,0.0002
130,15.298640251159668,0.0002
131,16.091053009033203,0.0002
132,15.339762687683105,0.0002
133,16.06743812561035,0.0002
134,15.367081642150879,0.0002
135,15.45053482055664,0.0002
136,15.5888090133667,0.0002
137,15.3606538772583,0.0002
138,15.929268836975098,0.0002
139,15.292707443237305,0.0002
140,15.958181381225586,0.0002
141,15.113821029663086,0.0002
142,16.155651092529297,0.0002
143,15.323281288146973,0.0002
144,15.626946449279785,0.0002
145,15.47874641418457,0.0002
146,16.16911506652832,0.0002
147,15.133973121643066,0.0002
148,16.329875946044922,0.0002
149,14.845723152160645,0.0002
150,16.176069259643555,0.0002
151,15.688496589660645,0.0002
152,15.73388957977295,0.0002
153,15.881830215454102,0.0002
154,15.777290344238281,0.0002
155,16.328624725341797,0.0002
156,15.489654541015625,0.0002
157,16.239276885986328,0.0002
158,14.980238914489746,0.0002
159,16.30997085571289,0.0002
160,15.643909454345703,0.0002
161,15.234588623046875,0.0002
162,15.389941215515137,0.0002
163,15.9564790725708,0.0002
164,15.655134201049805,0.0002
165,16.04243278503418,0.0002
166,14.537603378295898,0.0002
167,17.347599029541016,0.0002
168,15.65097427368164,0.0002
169,16.08885383605957,0.0002
170,15.609186172485352,0.0002
171,14.866113662719727,0.0002
172,16.004135131835938,0.0002
173,14.893532752990723,0.0002
174,16.12094497680664,0.0002
175,15.347262382507324,0.0002
176,15.352273941040039,0.0002
177,15.37563419342041,0.0002
178,14.403624534606934,0.0002
179,15.639487266540527,0.0002
180,15.40401554107666,0.0002
181,15.190600395202637,0.0002
182,15.765920639038086,0.0002
183,13.96463680267334,0.0002
184,14.934000968933105,0.0002
185,14.99831771850586,0.0002
186,13.86593246459961,0.0002
187,16.04509925842285,0.0002
188,14.139708518981934,0.0002
189,15.437277793884277,0.0002
190,15.893046379089355,0.0002
191,15.03201961517334,0.0002
192,15.09020709991455,0.0002
193,15.574851036071777,0.0002
194,14.514510154724121,0.0002
195,15.497314453125,0.0002
196,14.024223327636719,0.0002
197,15.290416717529297,0.0002
198,15.207653045654297,0.0002
199,15.445442199707031,0.0002
200,15.645976066589355,0.0002
201,15.7168550491333,0.0002
202,15.199076652526855,0.0002
203,15.856189727783203,0.0002
204,14.256744384765625,0.0002
205,15.338624000549316,0.0002
206,15.113341331481934,0.0002
207,13.904784202575684,0.0002
208,15.427906036376953,0.0002
209,14.068753242492676,0.0002
210,14.0858793258667,0.0002
211,15.561534881591797,0.0002
212,14.061136245727539,0.0002
213,15.623309135437012,0.0002
214,14.2550687789917,0.0002
215,16.018003463745117,0.0002
216,13.617729187011719,0.0002
217,13.73381233215332,0.0002
218,14.96754264831543,0.0002
219,13.662887573242188,0.0002
220,15.570259094238281,0.0002
221,13.718273162841797,0.0002
222,13.730753898620605,0.0002
223,14.531106948852539,0.0002
224,12.369261741638184,0.0002
225,14.435945510864258,0.0002
226,13.03748607635498,0.0002
227,13.7440185546875,0.0002
228,14.419011116027832,0.0002
229,13.286687850952148,0.0002
230,14.99484634399414,0.0002
231,13.683714866638184,0.0002
232,13.744144439697266,0.0002
233,13.686921119689941,0.0002
234,14.284769058227539,0.0002
235,13.564143180847168,0.0002
236,15.421271324157715,0.0002
237,13.09151554107666,0.0002
238,16.651567459106445,0.0002
239,15.720501899719238,0.0002
240,14.48885440826416,0.0002
241,14.848633766174316,0.0002
242,14.954894065856934,0.0002
243,13.458261489868164,0.0002
244,14.138860702514648,0.0002
245,13.644450187683105,0.0002
246,13.559112548828125,0.0002
247,13.102814674377441,0.0002
248,14.277475357055664,0.0002
249,12.740360260009766,0.0002
250,14.843766212463379,0.0002
251,12.71005630493164,0.0002
252,14.24619197845459,0.0002
253,13.171980857849121,0.0002
254,13.66012954711914,0.0002
255,13.3771390914917,0.0002
256,12.856067657470703,0.0002
257,13.370138168334961,0.0002
258,13.965778350830078,0.0002
259,13.315773963928223,0.0002
260,14.079180717468262,0.0002
261,12.54151725769043,0.0002
262,14.197430610656738,0.0002
263,13.244580268859863,0.0002
264,13.920526504516602,0.0002
265,14.54275131225586,0.0002
266,13.077532768249512,0.0002
267,13.84871768951416,0.0002
268,13.649449348449707,0.0002
269,13.080354690551758,0.0002
270,14.016929626464844,0.0002
271,12.690032958984375,0.0002
272,13.602448463439941,0.0002
273,13.05855655670166,0.0002
274,12.765400886535645,0.0002
275,12.9210786819458,0.0002
276,13.016908645629883,0.0002
277,12.697561264038086,0.0002
278,13.247198104858398,0.0002
279,13.09671688079834,0.0002
280,12.666444778442383,0.0002
281,13.035367965698242,0.0002
282,12.497086524963379,0.0002
283,13.300450325012207,0.0002
284,12.845550537109375,0.0002
285,12.487619400024414,0.0002
286,12.550642967224121,0.0002
287,11.502703666687012,0.0002
288,12.296438217163086,0.0002
289,11.464292526245117,0.0002
290,12.85059928894043,0.0002
291,11.647761344909668,0.0002
292,12.25650691986084,0.0002
293,12.219481468200684,0.0002
294,11.051255226135254,0.0002
295,12.32771110534668,0.0002
296,11.108870506286621,0.0002
297,12.234245300292969,0.0002
298,11.253678321838379,0.0002
299,12.693965911865234,0.0002
300,11.650018692016602,0.0002
301,12.59536361694336,0.0002
302,12.258868217468262,0.0002
303,12.422246932983398,0.0002
304,12.839345932006836,0.0002
305,12.206228256225586,0.0002
306,12.681624412536621,0.0002
307,12.359633445739746,0.0002
308,11.654051780700684,0.0002
309,11.894991874694824,0.0002
310,12.51615047454834,0.0002
311,11.747810363769531,0.0002
312,12.683039665222168,0.0002
313,12.254781723022461,0.0002
314,13.15556526184082,0.0002
315,12.124518394470215,0.0002
316,13.078804016113281,0.0002
317,12.302276611328125,0.0002
318,12.378783226013184,0.0002
319,11.405539512634277,0.0002
320,12.483033180236816,0.0002
321,11.714276313781738,0.0002
322,12.289610862731934,0.0002
323,11.175265312194824,0.0002
324,12.494039535522461,0.0002
325,11.5574312210083,0.0002
326,11.965682029724121,0.0002
327,11.845091819763184,0.0002
328,11.49072551727295,0.0002
329,11.572357177734375,0.0002
330,11.544952392578125,0.0002
331,11.892313003540039,0.0002
332,12.56320571899414,0.0002
333,10.93708324432373,0.0002
334,13.953469276428223,0.0002
335,11.55606746673584,0.0002
336,13.12830924987793,0.0002
337,12.245118141174316,0.0002
338,12.882247924804688,0.0002
339,12.339127540588379,0.0002
340,12.271106719970703,0.0002
341,12.433293342590332,0.0002
342,12.564979553222656,0.0002
343,12.473267555236816,0.0002
344,14.2819185256958,0.0002
345,12.036026954650879,0.0002
346,15.524334907531738,0.0002
347,12.021132469177246,0.0002
348,16.437734603881836,0.0002
349,13.358671188354492,0.0002
350,16.010526657104492,0.0002
351,14.553776741027832,0.0002
352,15.528899192810059,0.0002
353,13.757569313049316,0.0002
354,14.8388032913208,0.0002
355,13.154237747192383,0.0002
356,15.060040473937988,0.0002
357,12.981078147888184,0.0002
358,15.047800064086914,0.0002
359,12.110323905944824,0.0002
360,14.045622825622559,0.0002
361,12.470184326171875,0.0002
362,13.867735862731934,0.0002
363,12.874714851379395,0.0002
364,13.842225074768066,0.0002
365,12.938344955444336,0.0002
366,12.63723373413086,0.0002
367,13.083577156066895,0.0002
368,12.087386131286621,0.0002
369,13.525898933410645,0.0002
370,12.29456615447998,0.0002
371,13.626840591430664,0.0002
372,13.34132194519043,0.0002
373,13.20607852935791,0.0002
